,date,threshold,density,coloring,num_colors,valid_coloring
10,2009-09-30,0.8999999999999999,0.03636363636363636,"{'IYT': 0, 'RWR': 0, 'XLB': 0, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 1, 'XLP': 1, 'XLU': 1, 'XLV': 1, 'XLY': 0}",2,True
11,2010-12-31,0.8999999999999999,0.0,"{'IYT': 0, 'RWR': 0, 'XLB': 0, 'XLE': 0, 'XLF': 0, 'XLI': 0, 'XLK': 0, 'XLP': 0, 'XLU': 0, 'XLV': 0, 'XLY': 0}",1,True
12,2011-05-31,0.8999999999999999,0.0,"{'IYT': 0, 'RWR': 0, 'XLB': 0, 'XLE': 0, 'XLF': 0, 'XLI': 0, 'XLK': 0, 'XLP': 0, 'XLU': 0, 'XLV': 0, 'XLY': 0}",1,True
13,2012-03-31,0.8999999999999999,0.01818181818181818,"{'IYT': 0, 'RWR': 0, 'XLB': 0, 'XLE': 0, 'XLF': 1, 'XLI': 1, 'XLK': 0, 'XLP': 0, 'XLU': 1, 'XLV': 0, 'XLY': 1}",2,True
14,2012-08-31,0.8999999999999999,0.01818181818181818,"{'IYT': 0, 'RWR': 0, 'XLB': 0, 'XLE': 1, 'XLF': 0, 'XLI': 1, 'XLK': 0, 'XLP': 0, 'XLU': 1, 'XLV': 0, 'XLY': 1}",2,True
15,2013-01-31,0.8999999999999999,0.0,"{'IYT': 0, 'RWR': 0, 'XLB': 0, 'XLE': 0, 'XLF': 0, 'XLI': 0, 'XLK': 0, 'XLP': 0, 'XLU': 0, 'XLV': 0, 'XLY': 0}",1,True
16,2013-11-30,0.8999999999999999,0.0,"{'IYT': 0, 'RWR': 0, 'XLB': 0, 'XLE': 0, 'XLF': 0, 'XLI': 0, 'XLK': 0, 'XLP': 0, 'XLU': 0, 'XLV': 0, 'XLY': 0}",1,True
17,2015-02-28,0.8999999999999999,0.0,"{'IYT': 0, 'RWR': 0, 'XLB': 0, 'XLE': 0, 'XLF': 0, 'XLI': 0, 'XLK': 0, 'XLP': 0, 'XLU': 0, 'XLV': 0, 'XLY': 0}",1,True
18,2016-05-31,0.8999999999999999,0.0,"{'IYT': 0, 'RWR': 0, 'XLB': 0, 'XLE': 0, 'XLF': 0, 'XLI': 0, 'XLK': 0, 'XLP': 0, 'XLU': 0, 'XLV': 0, 'XLY': 0}",1,True
19,2016-10-31,0.8999999999999999,0.0,"{'IYT': 0, 'RWR': 0, 'XLB': 0, 'XLE': 0, 'XLF': 0, 'XLI': 0, 'XLK': 0, 'XLP': 0, 'XLU': 0, 'XLV': 0, 'XLY': 0}",1,True
20,2017-03-31,0.8999999999999999,0.05454545454545454,"{'IYT': 0, 'RWR': 0, 'XLB': 0, 'XLE': 1, 'XLF': 1, 'XLI': 1, 'XLK': 0, 'XLP': 0, 'XLU': 0, 'XLV': 1, 'XLY': 0}",2,True
21,2017-08-31,0.8999999999999999,0.01818181818181818,"{'IYT': 0, 'RWR': 1, 'XLB': 0, 'XLE': 1, 'XLF': 0, 'XLI': 1, 'XLK': 0, 'XLP': 1, 'XLU': 0, 'XLV': 1, 'XLY': 0}",2,True
